344.0,167.0,170,178
344.0,167.0,170,178
344.0,167.0,170,178
344.0,167.0,170,178
344.0,167.0,170,178
344.0,170.0,170,178
344.0,170.0,170,178
344.0,170.0,170,178
344.0,170.0,170,178
344.0,167.0,170,178
344.0,167.0,170,178
344.0,167.0,170,178
343.0,159.0,170,178
343.0,160.0,170,178
343.0,159.0,170,178
344.0,166.0,170,178
344.0,163.0,170,178
344.0,166.0,170,178
344.0,166.0,170,178
345.0,165.0,170,178
345.0,165.0,170,178
345.0,165.0,170,178
345.0,165.0,170,178
346.0,157.0,170,178
346.0,157.0,170,178
346.0,157.0,170,178
346.0,159.0,170,178
346.0,159.0,170,178
346.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,159.0,170,178
345.0,154.0,170,178
345.0,154.0,170,178
345.0,154.0,170,178
347.0,140.0,170,178
348.0,143.0,170,178
347.0,140.0,170,178
347.0,140.0,170,178
347.0,144.0,170,178
347.0,144.0,170,178
347.0,144.0,170,178
347.0,148.0,170,178
347.0,148.0,170,178
347.0,148.0,170,178
347.0,148.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
346.0,153.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
349.0,138.0,170,178
351.0,141.0,170,178
351.0,139.0,170,178
351.0,141.0,170,178
351.0,137.0,170,178
351.0,137.0,170,178
351.0,137.0,170,178
351.0,137.0,170,178
353.0,126.0,170,178
353.0,126.0,170,178
353.0,126.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
352.0,132.0,170,178
353.0,125.0,170,178
353.0,125.0,170,178
353.0,125.0,170,178
353.0,125.0,170,178
352.0,127.0,170,178
352.0,130.0,170,178
352.0,127.0,170,178
352.0,127.0,170,178
353.0,126.0,170,178
353.0,126.0,170,178
353.0,126.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
352.0,129.0,170,178
353.0,118.0,170,178
353.0,118.0,170,178
353.0,118.0,170,178
353.0,118.0,170,178
354.0,130.0,170,178
354.0,128.0,170,178
354.0,130.0,170,178
354.0,130.0,170,178
357.0,107.0,170,178
357.0,107.0,170,178
357.0,107.0,170,178
354.0,130.0,170,178
354.0,128.0,170,178
354.0,130.0,170,178
354.0,130.0,170,178
354.0,123.0,170,178
354.0,121.0,170,178
354.0,123.0,170,178
354.0,123.0,170,178
354.0,123.0,170,178
354.0,123.0,170,178
354.0,123.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,118.0,170,178
356.0,118.0,170,178
356.0,118.0,170,178
356.0,118.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
356.0,113.0,170,178
355.0,120.0,170,178
355.0,120.0,170,178
355.0,120.0,170,178
355.0,120.0,170,178
356.0,111.0,170,178
356.0,111.0,170,178
356.0,111.0,170,178
357.0,107.0,170,178
357.0,107.0,170,178
357.0,107.0,170,178
357.0,107.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
358.0,109.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,108.0,170,178
356.0,107.0,170,178
356.0,107.0,170,178
356.0,107.0,170,178
359.0,95.0,170,178
359.0,95.0,170,178
359.0,95.0,170,178
359.0,95.0,170,178
357.0,105.0,170,178
357.0,105.0,170,178
357.0,105.0,170,178
355.0,113.0,170,178
355.0,111.0,170,178
355.0,113.0,170,178
355.0,113.0,170,178
361.0,89.0,170,178
361.0,89.0,170,178
361.0,89.0,170,178
361.0,89.0,170,178
361.0,89.0,170,178
361.0,89.0,170,178
347.0,116.0,170,178
347.0,116.0,170,178
347.0,116.0,170,178
322.0,148.0,170,178
322.0,148.0,170,178
322.0,148.0,170,178
322.0,148.0,170,178
322.0,148.0,170,178
322.0,148.0,170,178
313.0,303.0,170,178
314.0,300.0,170,178
313.0,303.0,170,178
313.0,303.0,170,178
315.0,350.0,170,178
315.0,350.0,170,178
315.0,350.0,170,178
310.0,314.0,170,178
310.0,314.0,170,178
310.0,314.0,170,178
306.0,274.0,170,178
309.0,273.0,170,178
300.0,275.0,170,178
306.0,274.0,170,178
303.0,232.0,170,178
308.0,231.0,170,178
298.0,233.0,170,178
297.0,195.0,170,178
306.0,193.0,170,178
297.0,195.0,170,178
301.0,205.0,170,178
295.0,206.0,170,178
307.0,202.0,170,178
303.0,219.0,170,178
299.0,220.0,170,178
309.0,216.0,170,178
301.0,219.0,170,178
302.0,242.0,170,178
299.0,242.0,170,178
306.0,239.0,170,178
302.0,242.0,170,178
302.0,242.0,170,178
302.0,242.0,170,178
299.0,281.0,170,178
302.0,279.0,170,178
299.0,281.0,170,178
301.0,247.0,170,178
301.0,247.0,170,178
301.0,247.0,170,178
301.0,247.0,170,178
303.0,239.0,170,178
303.0,239.0,170,178
303.0,239.0,170,178
306.0,233.0,170,178
306.0,233.0,170,178
306.0,233.0,170,178
306.0,233.0,170,178
307.0,246.0,170,178
307.0,246.0,170,178
307.0,246.0,170,178
307.0,246.0,170,178
307.0,246.0,170,178
307.0,246.0,170,178
